"Date(UTC)","UnixTimeStamp","Value"
"10/22/2022","1666396800","3487918"
"10/23/2022","1666483200","3405371"
"10/24/2022","1666569600","3485052"
"10/25/2022","1666656000","3753521"
"10/26/2022","1666742400","3811851"
"10/27/2022","1666828800","4174547"
"10/28/2022","1666915200","3553950"
"10/29/2022","1667001600","3575937"
"10/30/2022","1667088000","3555895"
"10/31/2022","1667174400","4123891"
"11/1/2022","1667260800","4200105"
"11/2/2022","1667347200","3742032"
"11/3/2022","1667433600","4846993"
"11/4/2022","1667520000","4582969"
"11/5/2022","1667606400","3803103"
"11/6/2022","1667692800","3554013"
"11/7/2022","1667779200","3711917"
"11/8/2022","1667865600","4446047"
"11/9/2022","1667952000","4403695"
"11/10/2022","1668038400","4035882"
"11/11/2022","1668124800","3676442"
"11/12/2022","1668211200","3584496"
"11/13/2022","1668297600","3568974"
"11/14/2022","1668384000","3623188"
"11/15/2022","1668470400","3648882"
"11/16/2022","1668556800","3522591"
"11/17/2022","1668643200","3573287"
"11/18/2022","1668729600","3313847"
"11/19/2022","1668816000","3096137"
"11/20/2022","1668902400","3411334"
"11/21/2022","1668988800","3375945"
"11/22/2022","1669075200","3379407"
"11/23/2022","1669161600","3668157"
"11/24/2022","1669248000","3600211"
"11/25/2022","1669334400","3476755"
"11/26/2022","1669420800","3315241"
"11/27/2022","1669507200","3491836"
"11/28/2022","1669593600","3721709"
"11/29/2022","1669680000","3636742"
"11/30/2022","1669766400","3821474"
"12/1/2022","1669852800","4146138"
"12/2/2022","1669939200","4117448"
"12/3/2022","1670025600","3284029"
"12/4/2022","1670112000","3181472"
"12/5/2022","1670198400","3399665"
"12/6/2022","1670284800","3177100"
"12/7/2022","1670371200","3189729"
"12/8/2022","1670457600","3467696"
